patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,Bà Hà Trần,439719829545,06/11/2001,0712186831,johnle@example.org,"89 Phạm Làng
Thành phố JohnHuyện, 260392",Khỏe mạnh,7.21,Nhiên Trí Bùi,25/01/2026
e623a689-5d59-4d2a-8eea-04e70ab54bde,Nhật Văn Lê,796654216532,13/12/1963,0789891858,johnvu@example.org,"21 John Đường
JaneQuận, 586556",Tim mạch,10.97,Huy Hải Vũ,31/01/2026
61ee411a-1bac-47a7-b386-f7a4c991603f,Quý cô Linh Dương,722625854876,19/08/1965,0971922195,janedang@example.org,"3 Trần Dãy
JohnPhường, 616217",Tim mạch,8.62,Hải Tấn Nguyễn,23/01/2026
2db69edb-42de-4fcc-b86c-2ca2e08596db,Xuân Nguyễn,068796421317,03/07/1994,0500554352,vujane@example.org,"1 Hoàng Tổ
Quận JaneXã, 606220",Khỏe mạnh,6.12,Tú Thế Mai,02/03/2026
6703b636-5380-4904-a88c-7015aab97e49,Phương Thị Bùi,983629891732,20/06/1961,0841559293,phamjohn@example.com,"9 John Ngõ
Quận JanePhường, 128212",Huyết áp cao,7.98,Anh Minh Dương,02/02/2026
83f4a9a9-48a6-49d0-95b5-2908a8aa7158,Chị Xuân Vũ,635079303174,06/12/1965,0716210796,dangjohn@example.org,"3 Bùi Số
JohnThị xã, 761417",Tiểu đường,8.77,Cô Hà Bùi,12/02/2026
b227462c-f53d-4330-8dda-24ba2d06e8cf,Minh Vũ,751918383830,16/11/1951,0393136502,hoangjohn@example.org,"797 Jane Dãy
JohnXã, 616248",Tim mạch,10.52,Bà Vi Mai,05/04/2026
709b7d97-464c-44af-bd3f-3799a07295e9,Bảo Trí Nguyễn,540359856739,10/04/1967,0944174447,qle@example.com,"04 John Dãy
JaneQuận, 262948",Tim mạch,5.7,Quý cô Hồng Hoàng,04/01/2026
9360715f-c3fe-4183-a172-b725db52ca58,Thành Hữu Lê,509162582265,01/01/1976,0890369352,nguyenjohn@example.org,"9 John Làng
JaneQuận, 646703",Khỏe mạnh,9.06,Nhật Xuân Dương,25/01/2026
06e745f9-88bc-439c-9f4c-3b79fb10987f,Hạnh Phạm,007924620167,10/09/1993,0974734131,maijane@example.com,"414 Nguyễn Khu
JaneThành phố, 790622",Huyết áp cao,3.63,Linh Phạm,07/05/2026
a6d964a3-f510-4b53-87fe-e39f1190f938,Hà Quang Bùi,034474119316,05/01/1969,0515447423,vvu@example.net,"233 Bùi Hẻm
JohnQuận, 512681",Tim mạch,4.66,Bảo Vũ,21/01/2026
4fdc6e1b-edcb-4cb6-8692-dc639424aed5,Trung Mai Trần,459986848763,30/05/1968,0533135309,opham@example.com,"792 Jane Hẻm
Quận JohnXã, 648532",Huyết áp cao,9.11,Bảo Trí Bùi,04/02/2026
a6846099-f729-4951-8591-31d2bbda0242,Vi Bùi,232757794240,28/02/2001,0749074251,janeduong@example.com,"4 Jane Đường
JohnThị xã, 591515",Khỏe mạnh,6.8,Phúc Mai Bảo Phạm,10/03/2026
4797b2c9-5720-4246-8223-623bcc3ebdde,Kim Hữu Dương,951100236830,02/09/2005,0880842121,john71@example.com,"7 Nguyễn Làng
Huyện JanePhường, 721327",Huyết áp cao,10.03,Bà Dương Hoàng,13/03/2026
58007c02-87ea-4ff5-8db0-674679279973,Hà Thị Dương,171743492666,10/02/1997,0741617309,itran@example.org,"7 Jane Dãy
JohnPhường, 877333",Tim mạch,11.73,Bà Lan Vũ,03/01/2026
4639447b-2067-4dac-88bd-13d1b540b30e,Phương Thị Trần,315272306676,13/02/1975,0500624843,pdang@example.net,"45 Mai Số
Quận JaneHuyện, 507461",Tim mạch,4.49,Ông Nhiên Nguyễn,30/01/2026
f2f9e5fa-9016-4161-8fa7-01cd2631d00b,Tú Bảo Vũ,373453411441,25/06/1951,0512081865,johndang@example.com,"6 Bùi Tổ
Quận JaneThành phố, 819882",Tiểu đường,6.74,Bảo Phạm,03/02/2026
00af5b3a-2812-459a-9337-739e8d4f5d27,Hoàng Mai Bảo Đặng,485295307862,20/10/1939,0936738241,ynguyen@example.org,"37 Lê Số
JaneQuận, 121989",Huyết áp cao,5.21,Bà Bảo Trần,12/01/2026
9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,Vi Dương,294645265205,24/02/1999,0898614468,janehoang@example.net,"JaneThành phố
019 Vũ Khu, 328068",Tiểu đường,11.58,Vi Vũ,22/04/2026
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,Phúc Nguyễn,100941045075,06/09/1994,0351981361,amai@example.org,"0 Jane Tổ
Thị xã JohnQuận, 713771",Tiểu đường,6.3,Chi Trần,03/03/2026
f85e06a1-1dad-49b2-92c2-1221409d3602,Hà Vũ,194639715852,26/03/1998,0590938764,buijane@example.net,"707 Jane Khu
JaneXã, 464476",Khỏe mạnh,10.85,An Hoàng,16/02/2026
8d03c91e-4f8d-4238-a88b-78b5b5b453ca,Thành Đặng,655596380920,17/01/1948,0959962255,john08@example.org,"75 John Hẻm
JaneQuận, 760581",Khỏe mạnh,5.27,Quý cô Lâm Hoàng,09/04/2026
dd30de89-22f2-45f2-a11b-868dbf0d073d,Linh Dương,054547335753,13/08/1981,0874875047,duongjohn@example.org,"4 John Đường
JaneThành phố, 828592",Khỏe mạnh,4.64,Quý cô Mai Bùi,09/01/2026
b489d070-7914-48a8-bea4-ff31517400f8,Yến Trần,804811319230,25/05/1940,0522967620,jpham@example.com,"8 John Hẻm
Thị xã JohnPhường, 436839",Khỏe mạnh,4.77,Tùng Hữu Đặng,02/05/2026
7cea2045-c268-483e-a32f-2e63b7fddd71,Xuân Lê,103252381298,24/04/1967,0524830243,maijohn@example.org,"7 Jane Số
JohnThành phố, 427250",Tiểu đường,4.97,Chị Phương Bùi,20/04/2026
2b840c67-2e18-4554-8ae2-8e66ae8a7813,Chị Vi Lê,023199603224,19/02/1968,0548466131,tranjohn@example.org,"871 John Tổ
Quận JaneXã, 154618",Tiểu đường,7.68,Nhật Đức Dương,28/02/2026
da743152-627b-41a1-bfd6-f23232ffe294,Nhật Vũ,345053890577,18/03/1984,0738244567,lejohn@example.org,"49 Phạm Đường
Huyện JohnPhường, 578876",Khỏe mạnh,6.07,Cô Hải Nguyễn,01/03/2026
945ef2e4-088a-43ec-b0d9-c9f8c9e26074,Hạnh Đặng,897897372275,29/10/1979,0833261465,johnduong@example.com,"986 Mai Đường
Thành phố JohnPhường, 366864",Tim mạch,6.85,Nhật Trần,28/01/2026
dc322c97-39c1-4262-b76c-8edec1101266,Anh Minh Mai,818004769556,22/01/1989,0325018699,phamjohn@example.org,"28 Trần Dãy
Huyện JohnThành phố, 739271",Tim mạch,7.8,Trọng Hải Trần,04/05/2026
b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,Anh Trọng Vũ,239629685526,20/05/1954,0860333521,john03@example.com,"48 Mai Đường
JaneThành phố, 228331",Tiểu đường,8.53,Nhật Hoàng,21/03/2026
08601833-479d-4cda-b396-ea37f065c817,Trọng Trí Vũ,523164989850,30/06/1967,0503934377,buijohn@example.net,"473 Bùi Làng
Thành phố JohnPhường, 286258",Tiểu đường,5.94,Cô Ánh Mai,10/02/2026
dea45c19-d024-4d72-b748-967f961d33ba,Vi Mai,671036591197,29/09/1935,0313349144,johnnguyen@example.net,"99 Nguyễn Ngõ
JaneThành phố, 469870",Tiểu đường,3.98,Lan Bùi,13/04/2026
79eb4168-1045-46e5-bee3-eb791d181ee9,Quý cô Khoa Dương,469308869647,15/03/1950,0787927384,buijane@example.org,"18 Nguyễn Hẻm
Huyện JaneQuận, 505591",Huyết áp cao,3.9,Trọng Trí Trần,25/01/2026
95da75c1-a211-40f9-9fd3-4579466772ce,Quang Hoàng Đặng,110146512798,01/03/2004,0899177824,tranjane@example.com,"04 John Số
JohnHuyện, 672509",Khỏe mạnh,11.37,Huy Tấn Vũ,14/03/2026
ec48bf55-afd3-40c4-a713-582cf41ea3ac,Anh Anh Đặng,339280839816,18/01/1948,0835401914,buijane@example.net,"39 Jane Làng
Quận JohnXã, 879180",Khỏe mạnh,8.71,Trọng Vũ,10/03/2026
36760ce5-81e5-49f6-93f2-77cc1a85910d,Yến Nguyễn,931154785745,04/01/1983,0394467692,john43@example.net,"06 Trần Khu
Thành phố JohnThị xã, 522251",Khỏe mạnh,5.65,Chị Khoa Bùi,14/01/2026
f8c88fae-a217-4f84-bdb0-25ff2451e5a4,Hạnh Nguyễn,298391904799,21/08/1964,0905626360,sduong@example.com,"6 John Hẻm
Thành phố JohnHuyện, 963678",Tiểu đường,10.32,Nhật Mai Bùi,23/02/2026
1d2324e6-8329-40b7-8143-f426372f871a,Nhật Vũ,198948394412,03/08/2001,0776662391,jane47@example.org,"00 Nguyễn Số
JohnXã, 408496",Tiểu đường,9.65,Chị Kim Mai,14/02/2026
ab05347f-d556-437d-8f08-81ee8011316b,Khoa Hoàng,738350906999,23/09/1994,0993042716,john85@example.com,"93 Nguyễn Làng
JaneThị xã, 390144",Huyết áp cao,6.8,Vũ Bảo Trần,17/02/2026
862268d1-6683-4107-96c0-44d06f887f28,Quý ông Tú Đặng,173346838852,26/07/1981,0849619604,johnpham@example.net,"8 Phạm Ngõ
JaneThành phố, 881290",Tiểu đường,4.86,Chị Duyên Lê,08/05/2026
c5d95f51-f387-41bd-ad59-72c6134a5a2f,Bà Hải Dương,638401851003,15/06/1996,0523692988,fdang@example.net,"133 John Tổ
Thị xã JohnXã, 626598",Tiểu đường,11.83,Linh Vũ,15/01/2026
daf481a7-fa34-42e8-9d3f-7d7ea508dc95,Bảo Mai,070646993082,15/05/2004,0327208303,nguyenjohn@example.org,"483 Nguyễn Ngõ
JaneThị xã, 496008",Tiểu đường,7.11,Vũ Xuân Nguyễn,18/02/2026
707df251-fdb1-429e-b010-ed13b526b22d,Cô Xuân Vũ,195626005810,01/02/1988,0910183764,ihoang@example.net,"239 John Hẻm
Thành phố JohnThị xã, 747641",Tiểu đường,11.76,Bà Hạnh Bùi,26/01/2026
15b02530-f020-4992-b576-255e98549f22,Dũng Vũ,129281881146,24/01/1980,0901057652,johnle@example.org,"477 John Hẻm
JaneXã, 479381",Huyết áp cao,10.54,Phương Mai,13/04/2026
e05b46c5-5636-4094-a974-31db09a9d1c1,Ông Hoàng Nguyễn,051742210625,21/12/1959,0968068071,johnbui@example.net,"0 Mai Dãy
Quận JanePhường, 458612",Tiểu đường,10.87,Quý ông Khoa Bùi,08/04/2026
297ca4ff-f75d-499f-ab2d-5b0987079ad4,Chị Lâm Bùi,355866332073,17/06/1942,0932734795,john49@example.net,"00 Bùi Khu
Thị xã JaneThành phố, 804497",Khỏe mạnh,7.99,Bác Nam Bùi,11/01/2026
3c5bf3a7-5fbb-40b1-8083-89c8657e01c9,An Vũ,770430218118,13/03/1939,0315905382,bhoang@example.com,"366 Lê Số
Huyện JaneHuyện, 252434",Khỏe mạnh,11.55,Quý cô Hà Vũ,16/02/2026
3d0a5f0c-0c39-4ec7-9f31-74054d183eba,Phương Hữu Trần,882229041432,12/06/1950,0309285134,duongjohn@example.org,"730 Trần Khu
JohnPhường, 701507",Khỏe mạnh,4.28,Cô Phương Đặng,14/01/2026
81e03a5e-8b48-4496-86ab-d4e7f4124360,Cô Vi Hoàng,029512546761,14/04/1941,0832453324,johndang@example.com,"882 Jane Tổ
Quận JohnQuận, 817051",Tim mạch,4.33,Quý ông Phúc Lê,13/01/2026
752a7d25-f190-4b7e-86b4-69efb74eba93,Thành Mai Mai,167482077942,27/04/1941,0848682574,phamjohn@example.org,"9 Nguyễn Ngõ
JohnQuận, 813133",Khỏe mạnh,7.39,Huy Hữu Dương,17/03/2026
7f072cb9-2fd3-40c0-b945-f2fd56cb1ab0,Bà Hương Mai,161966313294,08/08/1946,0961608036,jane10@example.com,"71 Hoàng Đường
JaneXã, 158680",Tim mạch,8.91,Bác Bảo Nguyễn,10/03/2026
46494296-6f58-42c3-bf86-cc319d66e815,Hà Lê,981010037220,21/10/1984,0355223048,lejohn@example.com,"42 Mai Ngõ
JaneHuyện, 927527",Khỏe mạnh,5.82,Ông Nhiên Lê,13/04/2026
a6499cdc-507b-4072-a5e5-8f345df06e8c,Tùng Lê,123642954491,20/11/1938,0842211188,vujane@example.com,"1 Lê Dãy
JaneQuận, 119244",Khỏe mạnh,7.48,Quý cô Hà Đặng,10/05/2026
8ccc9cea-109f-48ee-b5a4-720058f0dd23,Bảo Văn Phạm,925294151416,20/01/1959,0932725528,yvu@example.net,"70 Phạm Làng
Thành phố JohnThị xã, 864207",Huyết áp cao,3.9,Quý ông Huy Hoàng,15/01/2026
a4704d48-5128-49b1-b8ed-e0ca20156a72,Quang Lê,589212662906,09/10/2005,0576347957,jane36@example.com,"859 Jane Đường
Thành phố JohnThành phố, 304468",Khỏe mạnh,4.32,Minh Thế Trần,18/02/2026
8d03f17a-f4d3-45c1-a293-19fa3240d7a1,Lâm Xuân Bùi,694087878287,19/12/2007,0764239780,nguyenjohn@example.com,"9 Nguyễn Hẻm
Huyện JohnPhường, 124250",Huyết áp cao,4.82,Chi Mai,26/02/2026
7ba24588-4d56-4a3d-b4e7-069aa4540937,Hà Đức Phạm,776689418138,16/04/1945,0771068465,john25@example.org,"5 Jane Tổ
JaneQuận, 513668",Huyết áp cao,5.55,Thành Phạm,01/04/2026
3f779cae-7318-496d-8479-06121f5d988f,Khoa Thị Hoàng,328122467977,23/08/1987,0521706832,johndang@example.net,"04 Mai Khu
Huyện JaneThị xã, 413714",Khỏe mạnh,9.42,Anh Trung Hoàng,10/03/2026
7eb162f1-4806-4804-8cf0-374c0c74dc0f,Bà Phương Vũ,971439952666,27/12/1949,0802606046,lejane@example.org,"762 Jane Tổ
JaneHuyện, 240204",Tiểu đường,3.87,Bác Trọng Hoàng,24/01/2026
64d6dfbf-18c0-4e2b-b99f-070420f0156a,Trọng Đức Trần,571019074553,14/06/1962,0806338611,jane50@example.org,"785 Bùi Hẻm
Quận JanePhường, 262106",Tim mạch,8.17,Nhiên Đặng,09/04/2026
7d66971e-8847-4c56-827c-9f8cd40ac5e9,Quý cô Nhật Đặng,954729395094,29/06/1985,0549235878,lpham@example.net,"029 Jane Khu
JaneHuyện, 603847",Huyết áp cao,8.81,Bảo Hải Nguyễn,22/04/2026
30d73df7-1c22-4cea-b355-56a5f2bd92f2,Nhiên Vũ,694581242998,09/05/1992,0815871026,ohoang@example.net,"343 Nguyễn Đường
JaneXã, 365366",Huyết áp cao,8.12,Bác Tùng Đặng,05/05/2026
9c2dfa97-43ad-4d62-b17c-fb21cdbc2c1c,Bà Lâm Mai,921257180352,26/12/1975,0948370958,xhoang@example.net,"Quận JohnQuận
6 Phạm Đường, 417027",Tim mạch,5.45,Bà An Vũ,16/01/2026
a7edc8d8-713f-4f8c-ac8b-e53758ab4778,Quang Thế Mai,185632378466,10/11/1962,0397419853,duongjane@example.net,"9 John Ngõ
Thành phố JaneThị xã, 948267",Huyết áp cao,6.83,Hải Lê,02/01/2026
edd97a1a-fa58-4b27-8ce3-e7c3f6eab3a0,Bà Kim Lê,423309170138,04/05/2000,0328195484,john97@example.org,"2 Nguyễn Tổ
JohnPhường, 512995",Tiểu đường,10.01,Nhật Xuân Vũ,08/01/2026
9a4ffc0c-9165-42ed-8c63-6e95025f5543,Bà Duyên Đặng,898150131402,12/03/1997,0542252904,etran@example.com,"036 John Khu
JohnThị xã, 473918",Khỏe mạnh,5.78,Chị Duyên Bùi,25/03/2026
669d01ff-1634-425b-93f3-007383e96ef4,Bảo Thế Trần,593422396881,04/05/2000,0841583166,janemai@example.net,"94 John Khu
Quận JaneQuận, 698275",Tim mạch,11.56,Quý cô Hải Mai,02/03/2026
ea87855e-a382-45d3-9e0e-f546b0b6dedf,Huy Trí Đặng,846608188401,01/06/1965,0517232809,john23@example.net,"943 Đặng Số
Thị xã JaneThành phố, 337445",Tim mạch,9.52,An Mai,09/04/2026
265cb9d9-8962-4f6e-929c-93b333c08bf1,Khoa Phạm,837358830583,07/03/1951,0768379102,tmai@example.com,"1 Lê Số
Thành phố JohnPhường, 367066",Khỏe mạnh,4.19,Hạnh Văn Phạm,23/04/2026
58330b30-6c77-4e95-8b98-1ccd12b2102d,Chị Chi Hoàng,557830074397,01/10/1944,0309048786,npham@example.com,"9 John Dãy
JaneQuận, 779873",Huyết áp cao,4.76,Bà Hà Lê,15/04/2026
ba54e920-2099-4180-8762-3997649f7d88,Trọng Lê,643788112846,19/12/1975,0827034655,jane48@example.com,"1 John Khu
JohnThành phố, 998118",Khỏe mạnh,11.44,Hà Hoàng,07/01/2026
b40a9181-ac09-4db7-9908-6e477249f62c,Phúc Đặng,699579018227,08/02/1990,0595161733,jane89@example.org,"046 John Tổ
JohnQuận, 147329",Khỏe mạnh,9.21,Quý cô Thảo Vũ,12/01/2026
e134edfc-9777-4f10-b2d2-393f8e85140d,Bảo Bùi,984895908381,27/09/1941,0741758738,johnle@example.org,"85 Mai Đường
JohnQuận, 112581",Tiểu đường,4.7,Kim Trí Bùi,17/02/2026
a58e83dd-548c-4d84-b40d-e04941476506,Thành Vũ,108901059005,11/12/1947,0856636319,ytran@example.org,"69 Đặng Tổ
JaneHuyện, 751662",Huyết áp cao,10.82,Cô Yến Dương,17/02/2026
345af934-b42a-4d93-9aba-0f15b2149062,Tùng Dương,065322265389,02/03/1987,0574844303,nguyenjane@example.net,"9 Jane Hẻm
Thành phố JaneQuận, 494630",Tim mạch,8.83,An Hải Lê,04/01/2026
95831d58-ef4c-4119-8da5-d39b42c21797,Bà Chi Vũ,042211491123,02/04/1980,0910656596,vujane@example.net,"65 Lê Hẻm
JohnXã, 819533",Tim mạch,5.6,Vân Nguyễn,15/01/2026
0c6b7074-ab10-4c9b-9168-2e09f1f7d904,Trọng Hoàng,258533609952,09/11/1966,0803920024,janemai@example.org,"8 Trần Tổ
JohnXã, 626430",Tiểu đường,7.38,Tùng Vũ,04/01/2026
ac8d6c7d-b2a6-4468-902b-124380913ac1,Phúc Trần,497927374807,23/09/2006,0932178897,lejane@example.com,"94 Dương Số
JaneXã, 989996",Khỏe mạnh,8.15,Hải Nguyễn,19/01/2026
8d7dd772-608e-4f5c-a117-727067c0518b,Hà Hoàng Mai,785217296765,12/08/1946,0991219783,ebui@example.org,"7 John Dãy
Thị xã JohnThị xã, 187069",Huyết áp cao,11.52,Tùng Hoàng,08/05/2026
d9b59f84-edc3-41c3-adea-2d2d086c405f,Trung Trần,891631157204,25/12/1954,0371280014,john36@example.net,"6 Đặng Khu
Thị xã JaneHuyện, 381861",Khỏe mạnh,8.48,Cô Linh Hoàng,30/04/2026
f80b2cea-658e-44a2-9879-cf35f4719986,Chị Khoa Đặng,509937511930,17/02/2002,0730428548,janemai@example.org,"760 Jane Ngõ
Huyện JaneThị xã, 123257",Tim mạch,3.68,Quang Đức Trần,02/01/2026
5c238d8d-71da-45b9-8eea-9db8f165d779,Bà An Nguyễn,326075548250,29/03/1947,0505923713,johndang@example.org,"74 Jane Khu
JohnThành phố, 535885",Huyết áp cao,9.98,Nhật Mai,17/02/2026
af70de70-2b69-495e-8567-1b58926bffa5,Bảo Trí Vũ,887572153011,05/05/1976,0755773093,phamjohn@example.org,"99 Jane Tổ
Thị xã JaneQuận, 334760",Tim mạch,8.14,Bà An Bùi,06/03/2026
cdd7f460-6140-47d3-9ec4-ea48d773f98d,Hải Đức Trần,606184475611,19/11/1953,0861592999,dmai@example.com,"60 Mai Khu
JaneQuận, 520536",Tim mạch,8.07,Chị Dương Mai,06/01/2026
f166cdcf-762c-4fbc-ba2a-a7baf3f81c31,Yến Lê,304845034308,08/10/1944,0932953111,anguyen@example.org,"4 Bùi Đường
JohnHuyện, 461549",Tiểu đường,8.46,Phương Thị Đặng,15/04/2026
15c1604f-ea16-4354-a35f-c9c198049562,Quang Vũ,230681109607,30/12/1957,0705227606,rhoang@example.net,"506 Jane Ngõ
JohnHuyện, 257623",Tiểu đường,5.76,Anh Quang Nguyễn,04/04/2026
eba900e1-6a7d-4d96-8ba1-72331ac3bf31,Chị Hồng Dương,402379752229,07/10/1982,0379473879,janepham@example.org,"60 John Hẻm
JohnPhường, 537212",Tiểu đường,10.4,Chị Phương Lê,18/04/2026
6d268b37-8f52-42d3-94bb-bcf828fea761,Bác Phúc Nguyễn,200448677750,22/09/1960,0310655442,hbui@example.org,"74 Vũ Ngõ
JohnQuận, 181772",Tim mạch,7.94,Bà Thành Phạm,30/03/2026
dcd5bfae-abb3-46a7-8329-97801d2c2721,Hạnh Nguyễn,658445380407,13/10/1988,0943027923,john63@example.org,"2 Vũ Làng
Huyện JohnThành phố, 150492",Khỏe mạnh,9.63,Hoàng Hữu Bùi,26/04/2026
6c4c450b-623a-40fc-9326-7d25234b4562,Nam Hoàng Vũ,297773264582,08/12/1958,0705951674,jane86@example.net,"495 John Khu
Thị xã JaneHuyện, 528953",Tim mạch,8.39,Quý ông Châu Bùi,28/03/2026
90bde900-1529-46f5-aad1-1fe87d1b695e,Phương Phạm,463352473876,10/02/1975,0995482271,lejohn@example.org,"3 Lê Dãy
JohnThị xã, 609148",Huyết áp cao,7.01,Quý cô Hương Phạm,27/02/2026
7321a8b2-0840-405a-bfd2-f491dff389aa,Lâm Mai,171152480889,12/02/1995,0764375618,johnpham@example.net,"611 John Đường
Thành phố JohnThị xã, 881381",Khỏe mạnh,5.8,Trọng Mai,02/02/2026
4aea1b8f-b43c-4e0a-ba9f-c10e52daf681,Bác Bảo Mai,017791683089,15/05/2005,0585746015,jane49@example.net,"37 Bùi Dãy
JohnThành phố, 949863",Tiểu đường,9.16,Hải Trần,20/03/2026
b1d81887-4739-4c7b-bff3-0c8d83ff3e96,Bà Hương Đặng,197562792692,11/09/1935,0839153251,john03@example.org,"428 Hoàng Hẻm
JohnPhường, 999869",Tim mạch,4.01,Bác Hưng Nguyễn,20/01/2026
75a72686-d632-4d31-88ac-ffcfa04d4d14,Phương Phạm,951786161880,02/06/1995,0858903494,lejohn@example.org,"605 John Ngõ
Thành phố JohnXã, 515330",Khỏe mạnh,7.08,Cô Kim Vũ,15/02/2026
b4258e19-1758-447e-a7cd-e1436de21429,Huy Văn Bùi,520745870816,02/04/2000,0822250161,wtran@example.org,"132 Jane Tổ
JaneQuận, 456162",Tim mạch,9.9,Hà Đặng,13/03/2026
61fa01ba-231a-47c7-8c9b-ff5ce1887eaf,Quý cô Dương Lê,066895225312,06/07/1936,0525576933,johnmai@example.com,"68 Đặng Khu
Thành phố JohnXã, 530522",Tiểu đường,10.07,Hoàng Hải Vũ,06/05/2026
99db1302-8dab-46d3-bf87-dfc2159152f2,Bảo Lê,430339999460,27/04/1963,0977322429,johnpham@example.net,"31 Jane Khu
JaneQuận, 430523",Khỏe mạnh,3.7,Thành Xuân Dương,15/01/2026
0387f74d-1149-4096-965d-744f0445c1a8,Nhật Hữu Phạm,219283041830,03/08/1943,0885763978,xduong@example.net,"JohnThị xã
37 Bùi Ngõ, 228115",Tim mạch,5.36,Bà Kim Hoàng,04/05/2026
ae59aa52-a65b-422b-95a3-86d9c362a810,Quang Vũ,671073787345,02/11/1967,0534223422,cle@example.org,"41 Trần Số
JaneThị xã, 997064",Tiểu đường,7.59,Phúc Đặng,25/01/2026
44cdbfdd-df9b-441e-87f7-bda1bff15840,Bà Hải Đặng,036749119013,15/10/1993,0550429638,john88@example.org,"73 Vũ Số
Huyện JaneQuận, 906722",Khỏe mạnh,11.91,Khoa Trần,14/02/2026
0b461173-00a8-4473-8242-5912bda3c162,Quý cô An Nguyễn,111893287708,26/07/1999,0824572514,phamjohn@example.net,"4 Vũ Hẻm
Thị xã JohnXã, 145050",Tiểu đường,11.84,Lan Phạm,11/04/2026
66a302d6-f43e-4c48-8bc1-f9e5fb3df063,Quý ông Quang Phạm,219411984927,23/08/1977,0971305114,khoang@example.net,"059 Jane Đường
Quận JaneHuyện, 790760",Huyết áp cao,4.36,Chị Ngọc Bùi,05/01/2026
a2cd1590-58af-493c-8aa2-b4c93ba5bd76,Chị Linh Trần,404369583535,27/07/1986,0537573867,dangjane@example.net,"9 Hoàng Đường
JaneHuyện, 463668",Tim mạch,4.01,Quý cô Hà Hoàng,21/04/2026
f6d70248-a995-4cc3-af5b-09a60ff1c51f,Quý ông Dũng Dương,824823349867,26/03/1978,0542161155,jane51@example.net,"05 John Làng
Quận JohnHuyện, 187242",Khỏe mạnh,6.69,Phương Đặng,10/02/2026
43d78f2b-769d-41e3-8eed-412473b0d676,Thành Dương,870539731367,05/10/1976,0933888648,johndang@example.org,"357 Lê Đường
JaneHuyện, 592353",Khỏe mạnh,4.19,Cô Chi Trần,28/01/2026
d49347fc-0fc9-4d2e-830f-9be91f178f93,Quý cô Dương Dương,406855972116,08/01/1986,0708012019,wvu@example.org,"949 Hoàng Đường
JaneThị xã, 587534",Tiểu đường,11.8,Nhật Hữu Dương,06/01/2026
